"","Pair.Name","Ligand","Ligand.Name","Receptor","Receptor.Name","complex_pair","partner_a","partner_b","source","target","source_genesymbol","target_genesymbol","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","sources","references","curation_effort","n_references","n_resources","annotation_strategy","db","dup"
"1018","CALCB_ADCYAP1R1","CALCB","calcitonin related polypeptide beta","ADCYAP1R1","ADCYAP receptor type I",NA,"P10092","P41586","P10092","P41586","CALCB","ADCYAP1R1",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","ADCYAP1R1_CALCB"
"1019","CALCB_ADRB2","CALCB","calcitonin related polypeptide beta","ADRB2","adrenoceptor beta 2",NA,"P10092","P07550","P10092","P07550","CALCB","ADRB2",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","ADRB2_CALCB"
"1020","CALCB_ADRB3","CALCB","calcitonin related polypeptide beta","ADRB3","adrenoceptor beta 3",NA,"P10092","P13945","P10092","P13945","CALCB","ADRB3",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","ADRB3_CALCB"
"1021","CALCB_CALCR","CALCB","calcitonin related polypeptide beta","CALCR","calcitonin receptor",NA,"P10092","P30988","P10092","P30988","CALCB","CALCR",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:10342886;Baccin2019:11023820;Baccin2019:11033437;Baccin2019:12565884;Baccin2019:14722252;Baccin2019:15692146;Baccin2019:2158663;Baccin2019:7588285;Baccin2019:9487987;CellTalkDB:15692146;Cellinker:15692146;Guide2Pharma:15692146;LRdb:15692146;connectomeDB2020:15692146;scConnect:15692146",15,9,14,"LR","both","CALCR_CALCB"
"1022","CALCB_CALCRL","CALCB","calcitonin related polypeptide beta","CALCRL","calcitonin receptor like receptor",NA,"P10092","Q16602","P10092","Q16602","CALCB","CALCRL",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:12196113;Baccin2019:12234182;Baccin2019:14668209;Baccin2019:3001670;Baccin2019:8626685;Baccin2019:9620797;CellTalkDB:12196113;Cellinker:12196113;Guide2Pharma:10347248;Guide2Pharma:11693189;Guide2Pharma:9620797;LRdb:12196113;connectomeDB2020:12196113;scConnect:10347248;scConnect:11693189;scConnect:9620797",16,8,13,"LR","both","CALCRL_CALCB"
"1023","CALCB_GPR20","CALCB","calcitonin related polypeptide beta","GPR20","G protein-coupled receptor 20",NA,"P10092","Q99678","P10092","Q99678","CALCB","GPR20",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","GPR20_CALCB"
"1024","CALCB_GPR84","CALCB","calcitonin related polypeptide beta","GPR84","G protein-coupled receptor 84",NA,"P10092","Q9NQS5","P10092","Q9NQS5","CALCB","GPR84",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","GPR84_CALCB"
"1025","CALCB_PTH1R","CALCB","calcitonin related polypeptide beta","PTH1R","parathyroid hormone 1 receptor",NA,"P10092","Q03431","P10092","Q03431","CALCB","PTH1R",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","PTH1R_CALCB"
"1026","CALCB_RAMP1","CALCB","calcitonin related polypeptide beta","RAMP1","receptor activity modifying protein 1",NA,"P10092","O60894","P10092","O60894","CALCB","RAMP1",1,1,0,1,1,0,"Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:12529937;Baccin2019:962079712234182;CellTalkDB:12529937;Guide2Pharma:11693189;Guide2Pharma:15692146;Guide2Pharma:9620797;HPMR:12529937;LRdb:12529937;connectomeDB2020:12529937",9,5,11,"LR","both","RAMP1_CALCB"
"1027","CALCB_RAMP2","CALCB","calcitonin related polypeptide beta","RAMP2","receptor activity modifying protein 2",NA,"P10092","O60895","P10092","O60895","CALCB","RAMP2",1,1,0,1,1,0,"Baccin2019;CellTalkDB;EMBRACE;Guide2Pharma;LRdb;Ramilowski2015_Baccin2019;Reactome_LRdb","Baccin2019:16531504;CellTalkDB:26423127;Guide2Pharma:11693189;Guide2Pharma:9620797",4,4,5,"LR","both","RAMP2_CALCB"
"1028","CALCB_RAMP3","CALCB","calcitonin related polypeptide beta","RAMP3","receptor activity modifying protein 3",NA,"P10092","O60896","P10092","O60896","CALCB","RAMP3",1,1,0,1,1,0,"CellTalkDB;Guide2Pharma;LRdb;Reactome_LRdb","CellTalkDB:26423127;Guide2Pharma:10347248;Guide2Pharma:11693189;Guide2Pharma:15692146",4,4,3,"LR","both","RAMP3_CALCB"
"1029","CALCB_TSHR","CALCB","calcitonin related polypeptide beta","TSHR","thyroid stimulating hormone receptor",NA,"P10092","P16473","P10092","P16473","CALCB","TSHR",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","TSHR_CALCB"
"1030","CALCB_VIPR1","CALCB","calcitonin related polypeptide beta","VIPR1","vasoactive intestinal peptide receptor 1",NA,"P10092","P32241","P10092","P32241","CALCB","VIPR1",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","VIPR1_CALCB"
"1031","CALM1_ABCA1","CALM1","calmodulin 1","ABCA1","ATP binding cassette subfamily A member 1",NA,"P0DP23","O95477","P0DP23","O95477","CALM1","ABCA1",1,0,0,0,0,0,"Fantom5_LRdb;LRdb;iTALK",NA,0,0,2,"LR","LR","ABCA1_CALM1"
"1032","CALM1_ADCY8","CALM1","calmodulin 1","ADCY8","adenylate cyclase 8",NA,"P0DP23","P40145","P0DP23","P40145","CALM1","ADCY8",1,1,0,1,1,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;Wang;iTALK","HPRD:10075700;HPRD:16258073",2,2,5,"LR","LR","ADCY8_CALM1"
"1033","CALM1_ADCYAP1R1","CALM1","calmodulin 1","ADCYAP1R1","ADCYAP receptor type I",NA,"P0DP23","P41586","P0DP23","P41586","CALM1","ADCYAP1R1",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:20172594;HPRD:15670850",2,2,4,"LR","both","ADCYAP1R1_CALM1"
"1034","CALM1_AQP1","CALM1","calmodulin 1","AQP1","aquaporin 1 (Colton blood group)",NA,"P0DP23","P29972","P0DP23","P29972","CALM1","AQP1",1,0,0,0,0,0,"CellTalkDB","CellTalkDB:27643892",1,1,1,"LR","both","AQP1_CALM1"
"1035","CALM1_AQP6","CALM1","calmodulin 1","AQP6","aquaporin 6",NA,"P0DP23","Q13520","P0DP23","Q13520","CALM1","AQP6",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;LRdb;iTALK","CellTalkDB:32196115",1,1,3,"LR","both","AQP6_CALM1"
"1036","CALM1_CACNA1C","CALM1","calmodulin 1","CACNA1C","calcium voltage-gated channel subunit alpha1 C",NA,"P0DP23","Q13936","P0DP23","Q13936","CALM1","CACNA1C",1,0,0,0,0,0,"CellTalkDB;DIP;ELM;Fantom5_LRdb;LRdb;Lit-BM-17;iTALK","CellTalkDB:30926461;DIP:16338416;DIP:19279214;ELM:16338416;Lit-BM-17:15140941;Lit-BM-17:16338416;Lit-BM-17:19279214;Lit-BM-17:20953164",8,5,6,"LR","both","CACNA1C_CALM1"
"1037","CALM1_CALCR","CALM1","calmodulin 1","CALCR","calcitonin receptor",NA,"P0DP23","P30988","P0DP23","P30988","CALM1","CALCR",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:15670850",2,2,4,"LR","both","CALCR_CALM1"
"1038","CALM1_CNGA2","CALM1","calmodulin 1","CNGA2","cyclic nucleotide gated channel subunit alpha 2",NA,"P0DP23","Q16280","P0DP23","Q16280","CALM1","CNGA2",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:17032767;HPRD:12626507",2,2,4,"LR","both","CNGA2_CALM1"
"1039","CALM1_CRHR1","CALM1","calmodulin 1","CRHR1","corticotropin releasing hormone receptor 1",NA,"P0DP23","P34998","P0DP23","P34998","CALM1","CRHR1",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:15670850",2,2,4,"LR","both","CRHR1_CALM1"
"1040","CALM1_EGFR","CALM1","calmodulin 1","EGFR","epidermal growth factor receptor",NA,"P0DP23","P00533","P0DP23","P00533","CALM1","EGFR",1,0,0,0,0,0,"BioGRID;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;InnateDB;LRdb;Lit-BM-17;iTALK","BioGRID:12359306;BioGRID:14960328;HPRD:12153558;InnateDB:16799092;Lit-BM-17:14960328;Lit-BM-17:16799092;Lit-BM-17:20029029;Lit-BM-17:24658140;Lit-BM-17:25402006",9,7,7,"LR","LR","EGFR_CALM1"
"1041","CALM1_FAS","CALM1","calmodulin 1","FAS","Fas cell surface death receptor",NA,"P0DP23","P25445","P0DP23","P25445","CALM1","FAS",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:23760276;HPRD:14594800",2,2,4,"LR","both","FAS_CALM1"
"1042","CALM1_GLP1R","CALM1","calmodulin 1","GLP1R","glucagon like peptide 1 receptor",NA,"P0DP23","P43220","P0DP23","P43220","CALM1","GLP1R",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:15670850",2,2,4,"LR","both","GLP1R_CALM1"
"1043","CALM1_GLP2R","CALM1","calmodulin 1","GLP2R","glucagon like peptide 2 receptor",NA,"P0DP23","O95838","P0DP23","O95838","CALM1","GLP2R",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:15670850",2,2,4,"LR","both","GLP2R_CALM1"
"1044","CALM1_GP6","CALM1","calmodulin 1","GP6","glycoprotein VI platelet",NA,"P0DP23","Q9HCN6","P0DP23","Q9HCN6","CALM1","GP6",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;LRdb;iTALK","CellTalkDB:15196923",1,1,3,"LR","both","GP6_CALM1"
"1045","CALM1_GRM3","CALM1","calmodulin 1","GRM3","glutamate metabotropic receptor 3",NA,"P0DP23","Q14832","P0DP23","Q14832","CALM1","GRM3",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:15494036",2,2,4,"LR","both","GRM3_CALM1"
"1046","CALM1_GRM4","CALM1","calmodulin 1","GRM4","glutamate metabotropic receptor 4",NA,"P0DP23","Q14833","P0DP23","Q14833","CALM1","GRM4",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:15494036",2,2,4,"LR","both","GRM4_CALM1"
"1047","CALM1_GRM5","CALM1","calmodulin 1","GRM5","glutamate metabotropic receptor 5",NA,"P0DP23","P41594","P0DP23","P41594","CALM1","GRM5",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:18715999;HPRD:11953448",2,2,4,"LR","both","GRM5_CALM1"
"1048","CALM1_GRM7","CALM1","calmodulin 1","GRM7","glutamate metabotropic receptor 7",NA,"P0DP23","Q14831","P0DP23","Q14831","CALM1","GRM7",1,0,1,1,0,1,"CA1;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;Wang;iTALK","CA1:10488094;CA1:12021391;CellTalkDB:12021391;HPRD:10488094;HPRD:11953448;HPRD:15494036",6,4,6,"LR","both","GRM7_CALM1"
"1049","CALM1_HMMR","CALM1","calmodulin 1","HMMR","hyaluronan mediated motility receptor",NA,"P0DP23","O75330","P0DP23","O75330","CALM1","HMMR",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:10547355",2,2,4,"LR","both","HMMR_CALM1"
"1050","CALM1_HTR2C","CALM1","calmodulin 1","HTR2C","5-hydroxytryptamine receptor 2C",NA,"P0DP23","P28335","P0DP23","P28335","CALM1","HTR2C",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:18768750",2,2,4,"LR","both","HTR2C_CALM1"
"1051","CALM1_INSR","CALM1","calmodulin 1","INSR","insulin receptor",NA,"P0DP23","P06213","P0DP23","P06213","CALM1","INSR",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:12153558;HPRD:8639568",3,3,4,"LR","both","INSR_CALM1"
"1052","CALM1_KCNN4","CALM1","calmodulin 1","KCNN4","potassium calcium-activated channel subfamily N member 4",NA,"P0DP23","O15554","P0DP23","O15554","CALM1","KCNN4",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;Lit-BM-17;iTALK","CellTalkDB:29724949;HPRD:10026195;Lit-BM-17:10026195",3,2,5,"LR","both","KCNN4_CALM1"
"1053","CALM1_KCNQ1","CALM1","calmodulin 1","KCNQ1","potassium voltage-gated channel subfamily Q member 1",NA,"P0DP23","P51787","P0DP23","P51787","CALM1","KCNQ1",1,0,0,0,0,0,"CellTalkDB;DIP;Fantom5_LRdb;LRdb;iTALK","CellTalkDB:28575668;DIP:25441029",2,2,4,"LR","both","KCNQ1_CALM1"
"1054","CALM1_KCNQ3","CALM1","calmodulin 1","KCNQ3","potassium voltage-gated channel subfamily Q member 3",NA,"P0DP23","O43525","P0DP23","O43525","CALM1","KCNQ3",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:27564677;HPRD:12032157;HPRD:12223552",3,3,4,"LR","both","KCNQ3_CALM1"
"1055","CALM1_KCNQ5","CALM1","calmodulin 1","KCNQ5","potassium voltage-gated channel subfamily Q member 5",NA,"P0DP23","Q9NR82","P0DP23","Q9NR82","CALM1","KCNQ5",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:29429937;HPRD:12032157",2,2,4,"LR","both","KCNQ5_CALM1"
"1056","CALM1_MIP","CALM1","calmodulin 1","MIP","major intrinsic protein of lens fiber",NA,"P0DP23","P30301","P0DP23","P30301","CALM1","MIP",1,0,0,0,0,0,"BioGRID;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","BioGRID:1790714;BioGRID:2487274;CellTalkDB:29972182;HPRD:1790714;HPRD:2487274",5,3,5,"LR","both","MIP_CALM1"
"1057","CALM1_MYLK","CALM1","calmodulin 1","MYLK","myosin light chain kinase",NA,"P0DP23","Q15746","P0DP23","Q15746","CALM1","MYLK",1,1,0,1,1,0,"BioGRID;CA1;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;HPRD;HPRD_LRdb;LRdb;Lit-BM-17;Wang;iTALK","BioGRID:1519061;BioGRID:7947686;CA1:6893940;CA1:6934518;CellTalkDB:23456740;Guide2Pharma:156362;HPRD:7947686;Lit-BM-17:1519061;Lit-BM-17:7947686",9,6,9,"LR","both","MYLK_CALM1"
"1058","CALM1_MYLK2","CALM1","calmodulin 1","MYLK2","myosin light chain kinase 2",NA,"P0DP23","Q9H1R3","P0DP23","Q9H1R3","CALM1","MYLK2",1,1,0,1,1,0,"CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;LRdb;Wang;iTALK","CellTalkDB:32196115;Guide2Pharma:156362",2,2,5,"LR","both","MYLK2_CALM1"
"1059","CALM1_OPRM1","CALM1","calmodulin 1","OPRM1","opioid receptor mu 1",NA,"P0DP23","P35372","P0DP23","P35372","CALM1","OPRM1",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:11457825;HPRD:11457836",2,2,4,"LR","both","OPRM1_CALM1"
"1060","CALM1_PDE1A","CALM1","calmodulin 1","PDE1A","phosphodiesterase 1A",NA,"P0DP23","P54750","P0DP23","P54750","CALM1","PDE1A",1,1,0,1,1,0,"CA1;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;HPRD;HPRD_LRdb;LRdb;Wang;iTALK","CA1:3021730;CellTalkDB:23456740;HPRD:12135876",3,3,7,"LR","both","PDE1A_CALM1"
"1061","CALM1_PDE1B","CALM1","calmodulin 1","PDE1B","phosphodiesterase 1B",NA,"P0DP23","Q01064","P0DP23","Q01064","CALM1","PDE1B",1,1,0,1,1,0,"CA1;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;LRdb;Wang;iTALK","CA1:3021730;CellTalkDB:32196115",2,2,6,"LR","both","PDE1B_CALM1"
"1062","CALM1_PDE1C","CALM1","calmodulin 1","PDE1C","phosphodiesterase 1C",NA,"P0DP23","Q14123","P0DP23","Q14123","CALM1","PDE1C",1,1,0,1,1,0,"CA1;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;LRdb;Wang;iTALK","CA1:15082510;CellTalkDB:8557689",2,2,6,"LR","both","PDE1C_CALM1"
"1063","CALM1_PLPP6","CALM1","calmodulin 1","PLPP6","phospholipid phosphatase 6",NA,"P0DP23","Q8IY26","P0DP23","Q8IY26","CALM1","PLPP6",1,0,0,0,0,0,"Fantom5_LRdb;LRdb;iTALK",NA,0,0,2,"LR","LR","PLPP6_CALM1"
"1064","CALM1_PTH2R","CALM1","calmodulin 1","PTH2R","parathyroid hormone 2 receptor",NA,"P0DP23","P49190","P0DP23","P49190","CALM1","PTH2R",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:15670850",2,2,4,"LR","both","PTH2R_CALM1"
"1065","CALM1_PTPRA","CALM1","calmodulin 1","PTPRA","protein tyrosine phosphatase receptor type A",NA,"P0DP23","P18433","P0DP23","P18433","CALM1","PTPRA",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:10893241",2,2,4,"LR","both","PTPRA_CALM1"
"1066","CALM1_RYR2","CALM1","calmodulin 1","RYR2","ryanodine receptor 2",NA,"P0DP23","Q92736","P0DP23","Q92736","CALM1","RYR2",1,0,0,0,0,0,"BioGRID;CellTalkDB","BioGRID:23040497;BioGRID:26164367;CellTalkDB:31278385",3,3,2,"LR","both","RYR2_CALM1"
"1067","CALM1_SCN10A","CALM1","calmodulin 1","SCN10A","sodium voltage-gated channel alpha subunit 10",NA,"P0DP23","Q9Y5Y9","P0DP23","Q9Y5Y9","CALM1","SCN10A",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;LRdb;iTALK","CellTalkDB:32196115",1,1,3,"LR","both","SCN10A_CALM1"
"1068","CALM1_SCN4A","CALM1","calmodulin 1","SCN4A","sodium voltage-gated channel alpha subunit 4",NA,"P0DP23","P35499","P0DP23","P35499","CALM1","SCN4A",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;LRdb;iTALK","CellTalkDB:30944319",1,1,3,"LR","both","SCN4A_CALM1"
"1069","CALM1_SCTR","CALM1","calmodulin 1","SCTR","secretin receptor",NA,"P0DP23","P47872","P0DP23","P47872","CALM1","SCTR",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:15670850",2,2,4,"LR","both","SCTR_CALM1"
"1070","CALM1_SELL","CALM1","calmodulin 1","SELL","selectin L",NA,"P0DP23","P14151","P0DP23","P14151","CALM1","SELL",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;LRdb;iTALK","CellTalkDB:21664913",1,1,3,"LR","both","SELL_CALM1"
"1071","CALM1_TRPC3","CALM1","calmodulin 1","TRPC3","transient receptor potential cation channel subfamily C member 3",NA,"P0DP23","Q13507","P0DP23","Q13507","CALM1","TRPC3",1,0,1,1,0,1,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;TRIP;iTALK","CellTalkDB:11248050;HPRD:15104175;TRIP:11248050;TRIP:11290752;TRIP:12601176;TRIP:18215135",6,5,5,"LR","both","TRPC3_CALM1"
"1072","CALM1_TRPC5","CALM1","calmodulin 1","TRPC5","transient receptor potential cation channel subfamily C member 5",NA,"P0DP23","Q9UL62","P0DP23","Q9UL62","CALM1","TRPC5",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;LRdb;iTALK","CellTalkDB:15987684;LRdb:15987684",2,1,3,"LR","both","TRPC5_CALM1"
"1073","CALM1_VIPR1","CALM1","calmodulin 1","VIPR1","vasoactive intestinal peptide receptor 1",NA,"P0DP23","P32241","P0DP23","P32241","CALM1","VIPR1",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:15670850",2,2,4,"LR","both","VIPR1_CALM1"
"1074","CALM2_ABCA1","CALM2","calmodulin 2","ABCA1","ATP binding cassette subfamily A member 1",NA,"P0DP24","O95477","P0DP24","O95477","CALM2","ABCA1",1,0,0,0,0,0,"Fantom5_LRdb;LRdb;iTALK",NA,0,0,2,"LR","LR","ABCA1_CALM2"
"1075","CALM2_ADCY8","CALM2","calmodulin 2","ADCY8","adenylate cyclase 8",NA,"P0DP24","P40145","P0DP24","P40145","CALM2","ADCY8",1,1,0,1,1,0,"CellTalkDB;Fantom5_LRdb;LRdb;Wang;iTALK","CellTalkDB:24071896",1,1,4,"LR","both","ADCY8_CALM2"
"1076","CALM2_AQP1","CALM2","calmodulin 2","AQP1","aquaporin 1 (Colton blood group)",NA,"P0DP24","P29972","P0DP24","P29972","CALM2","AQP1",1,0,0,0,0,0,"CellTalkDB","CellTalkDB:27643892",1,1,1,"LR","both","AQP1_CALM2"
"1077","CALM2_AQP6","CALM2","calmodulin 2","AQP6","aquaporin 6",NA,"P0DP24","Q13520","P0DP24","Q13520","CALM2","AQP6",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;LRdb;iTALK","CellTalkDB:32196115",1,1,3,"LR","both","AQP6_CALM2"
"1078","CALM2_CACNA1C","CALM2","calmodulin 2","CACNA1C","calcium voltage-gated channel subunit alpha1 C",NA,"P0DP24","Q13936","P0DP24","Q13936","CALM2","CACNA1C",1,0,0,0,0,0,"CellTalkDB;DIP;ELM;Fantom5_LRdb;IntAct;LRdb;Lit-BM-17;iTALK","CellTalkDB:24862738;DIP:16338416;DIP:19279214;ELM:16338416;IntAct:15140941;IntAct:16299511;IntAct:16338416;IntAct:19279214;IntAct:20953164;Lit-BM-17:15140941;Lit-BM-17:16338416;Lit-BM-17:19279214;Lit-BM-17:20953164",13,6,7,"LR","both","CACNA1C_CALM2"
"1079","CALM2_EGFR","CALM2","calmodulin 2","EGFR","epidermal growth factor receptor",NA,"P0DP24","P00533","P0DP24","P00533","CALM2","EGFR",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;InnateDB;IntAct;LRdb;Lit-BM-17;iTALK","CellTalkDB:21115073;HPRD:12153558;InnateDB:16799092;IntAct:14960328;IntAct:20029029;IntAct:24658140;Lit-BM-17:14960328;Lit-BM-17:16799092;Lit-BM-17:20029029;Lit-BM-17:24658140;Lit-BM-17:25402006",11,7,7,"LR","both","EGFR_CALM2"
"1080","CALM2_GP6","CALM2","calmodulin 2","GP6","glycoprotein VI platelet",NA,"P0DP24","Q9HCN6","P0DP24","Q9HCN6","CALM2","GP6",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;LRdb;iTALK","CellTalkDB:32196115",1,1,3,"LR","both","GP6_CALM2"
"1081","CALM2_GRM5","CALM2","calmodulin 2","GRM5","glutamate metabotropic receptor 5",NA,"P0DP24","P41594","P0DP24","P41594","CALM2","GRM5",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:9242710;HPRD:11953448;HPRD:9242710",3,2,4,"LR","both","GRM5_CALM2"
"1082","CALM2_GRM7","CALM2","calmodulin 2","GRM7","glutamate metabotropic receptor 7",NA,"P0DP24","Q14831","P0DP24","Q14831","CALM2","GRM7",1,0,1,1,0,1,"CA1;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CA1:10488094;CA1:12021391;CellTalkDB:20363328;HPRD:11953448",4,4,5,"LR","both","GRM7_CALM2"
"1083","CALM2_INSR","CALM2","calmodulin 2","INSR","insulin receptor",NA,"P0DP24","P06213","P0DP24","P06213","CALM2","INSR",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:32196115;HPRD:12153558",2,2,4,"LR","both","INSR_CALM2"
"1084","CALM2_KCNQ1","CALM2","calmodulin 2","KCNQ1","potassium voltage-gated channel subfamily Q member 1",NA,"P0DP24","P51787","P0DP24","P51787","CALM2","KCNQ1",1,0,0,0,0,0,"CellTalkDB;DIP;Fantom5_LRdb;IntAct;LRdb;iTALK","CellTalkDB:28575668;DIP:25441029;IntAct:25441029",3,2,5,"LR","both","KCNQ1_CALM2"
"1085","CALM2_KCNQ3","CALM2","calmodulin 2","KCNQ3","potassium voltage-gated channel subfamily Q member 3",NA,"P0DP24","O43525","P0DP24","O43525","CALM2","KCNQ3",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:12032157;HPRD:12032157",2,1,4,"LR","both","KCNQ3_CALM2"
"1086","CALM2_KCNQ5","CALM2","calmodulin 2","KCNQ5","potassium voltage-gated channel subfamily Q member 5",NA,"P0DP24","Q9NR82","P0DP24","Q9NR82","CALM2","KCNQ5",1,0,0,0,0,0,"CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;iTALK","CellTalkDB:12032157;HPRD:12032157",2,1,4,"LR","both","KCNQ5_CALM2"
