gene_symbol	gene_symbol	is_in_LR_database	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter	highly_variable	means	dispersions	dispersions_norm
GADD45A	GADD45A	False	False	False	34.6601772150716	1	True	False	0.0638551987987837	-2.93013146878404	0.36506534
GADD45B	GADD45B	False	False	False	86.5651438313399	1	True	True	0.27401239426407786	-1.9594915238064483	1.115429
GADD45G	GADD45G	False	False	False	4.27662007146663	1	True	False	0.018100819664054472	-3.3523237877863536	0.038685
GADD45GIP1	GADD45GIP1	False	False	False	171.249222207353	1	True	False	0.3157257589400217	-0.6962921065971054	0.21581072
GAK	GAK	False	False	False	21.8512787557205	1	True	False	0.04578513817408816	-4.457191629136797	-0.815445
GAL	GAL	False	True	False	3.86670512708456	1	True	False	0.004332388230800838	-2.3808701452908254	0.78967774
GALC	GALC	False	False	False	11.444814555585	1	True	False	0.02370046655557138	-3.7035694835097606	-0.23284927
GALE	GALE	False	False	False	7.34830878317873	1	True	False	0.008037098896358078	-3.442598018386972	-0.031102465
GALK1	GALK1	False	False	False	18.3974735685455	1	True	False	0.03583654599045528	-3.19602120175411	0.15951641
GALK2	GALK2	False	False	False	12.0492138919019	1	True	False	0.0274716407167649	-4.312932757871865	-0.7039241
GALM	GALM	False	False	False	7.89356000220444	1	True	False	0.03608240583356503	-4.212488390796476	-0.6262745
GALNS	GALNS	False	False	False	6.20313441940767	1	True	False	0.022387586394718155	-5.990275268040757	-2.0006118
GALNT1	GALNT1	False	False	False	59.8318925403381	1	True	True	0.0920210278831168	-1.533195053525309	1.444982
GALNT10	GALNT10	False	False	False	14.6944400889202	1	True	False	0.030091105491935454	-3.4546859027856125	-0.040447135
GALNT11	GALNT11	False	False	False	13.9374851881649	1	True	False	0.040330259658578886	-4.9659490810674445	-1.2087455
GALNT12	GALNT12	False	False	False	2.35679977278531	1	True	False	0.005707363503622977	-5.223876862181348	-1.4081392
GALNT14	GALNT14	False	False	False	2.73260807223428	1	True	False	0.0017030928977301758	-3.1169407643261273	0.22065039
GALNT2	GALNT2	False	False	False	28.8766552200236	1	True	False	0.05309224830920667	-2.9923056385136255	0.31700093
GALNT3	GALNT3	False	False	False	6.20936170187313	1	True	False	0.008326700132866977	-3.9813838052234356	-0.44761664
GALNT4	GALNT4	False	False	False	5.79532925598586	1	True	False	0.012065204682639247	-3.127750650355346	0.21229368
GALNT5	GALNT5	False	False	False	1.63749181631508	1	True	False	0.004230843105832215	-3.1837013569201758	0.1690404
GALNT6	GALNT6	False	False	False	12.7842067289518	1	True	False	0.02426494638710465	-2.9489282044828555	0.35053432
GALNT7	GALNT7	False	False	False	28.5269313885476	1	True	True	0.042467223147544406	-1.7193756203942117	1.3010532
GALR2	GALR2	False	False	True	1.4280556875596	1	True	False	0.0033029278823882204	-5.721960926070552	-1.7931886
GALT	GALT	False	False	False	12.6638975176086	1	True	False	0.047187240795767686	-4.744053591842613	-1.0372068
GAMT	GAMT	False	False	False	27.2641838254204	1	True	False	0.04739133190270453	-2.8178981641587155	0.45182848
GAN	GAN	False	False	False	7.42877558614184	1	True	False	0.017616543414194767	-4.708623401947029	-1.009817
GANAB	GANAB	False	False	False	38.7936813069595	1	True	False	0.05891142959363949	-2.8554921985189794	0.42276603
GANC	GANC	False	False	False	9.34747256950894	1	True	False	0.018591148487443053	-4.335648270769419	-0.7214846
GAPDH	GAPDH	False	False	False	1824.50895314838	1	True	False	1.5651294792672008	1.5622488959397494	0.23807319
GAPT	GAPT	False	False	False	56.3404655846514	1	True	True	0.09185521699886694	-1.4444762082493465	1.5135671
GAPVD1	GAPVD1	False	False	False	32.1096258995687	1	True	False	0.0632316821663252	-2.994403583386495	0.31537908
GAR1	GAR1	False	False	False	51.7014575252341	1	True	True	0.077860519638507	-1.1502851627239759	1.7409947
GARS	GARS	False	False	False	48.6632323358206	1	True	True	0.08325759896608234	-1.9810380039018984	1.0987723
GART	GART	False	False	False	40.1026796730561	1	True	True	0.052717799873029804	-2.1285479370469513	0.9847381
GAS2L1	GAS2L1	False	False	False	8.16638165721331	1	True	True	0.013143726325590147	-1.9427576951627883	1.1283653
GAS2L3	GAS2L3	False	False	False	5.79783417699803	1	True	False	0.010000854938950466	-2.4431104472895497	0.7415622
GAS5-AS1	GAS5-AS1	False	False	False	2.45889000857486	1	True	False	0.001901875665545769	-3.3639805214253427	0.029673638
GAS6	GAS6	False	True	True	14.7660927877292	1	True	True	0.01634985793320137	-2.1228823265541763	0.989118
GAS6-AS1	GAS6-AS1	False	False	False	3.69975673012316	1	True	False	0.01125295535392906	-5.106035625680133	-1.3170408
GAS7	GAS7	False	False	False	18.1069597167201	1	True	True	0.043485473369434674	-2.1634017547466042	0.957794
GAS8	GAS8	False	False	False	1.64734429550346	1	True	False	0.001098407954961875	-4.2697847897479155	-0.6705681
GATA1	GATA1	False	False	False	46.6560020226312	1	True	True	0.08246093008270952	0.2235677320261179	2.8030665
GATA2	GATA2	False	False	False	25.9753518006033	1	True	True	0.026313254100431997	-1.1594516347275612	1.7339084
GATA2-AS1	GATA2-AS1	False	False	False	3.79772089422505	1	True	False	0.005978016964288054	-3.843991932119705	-0.34140435
GATA3	GATA3	False	False	False	7.79229765894527	1	True	False	0.05577359979859824	-2.829325171955391	0.4429947
GATAD1	GATAD1	False	False	False	18.4189585433623	1	True	False	0.03641442616737545	-3.0467833139776923	0.27488637
GATAD2A	GATAD2A	False	False	False	35.1922799624632	1	True	False	0.06222717971272182	-3.327913558990678	0.057555594
GATAD2B	GATAD2B	False	False	False	26.6657160925192	1	True	True	0.059387150003022075	-2.6895632815769557	0.55103916
GATB	GATB	False	False	False	12.6619785356411	1	True	False	0.01769676539395613	-3.3357535936800247	0.05149477
GATC	GATC	False	False	False	20.014880205171	1	True	False	0.029182371388843942	-3.102727721958493	0.23163792
GATM	GATM	False	False	False	6.47653952227411	1	True	True	0.014921667135745631	-2.6483292430406484	0.5829156
GATS	GATS	False	False	False	2.17077239884396	1	True	False	0.006180119984937989	-5.377354149436615	-1.5267866
GBA	GBA	False	False	False	9.06298460669798	1	True	False	0.016698992909853973	-4.520103060512339	-0.86407936
GBA2	GBA2	False	False	False	5.00108496945388	1	True	False	0.01586716136914438	-5.0151457634113425	-1.2467774
GBE1	GBE1	False	False	False	14.1588044589142	1	True	False	0.020323762529706017	-3.826544652608036	-0.32791656
GBF1	GBF1	False	False	False	10.5944549995608	1	True	False	0.021440570276788657	-4.12977184642708	-0.5623296
GBGT1	GBGT1	False	False	False	8.2267241830317	1	True	False	0.011621907038524028	-2.4002331830800254	0.7747089
GBP1	GBP1	False	False	False	16.2147053745027	1	True	False	0.02892703555577474	-3.4249788829664927	-0.017481802
GBP2	GBP2	False	False	False	24.1713162049317	1	True	False	0.08294813868679157	-2.958785806114298	0.34291378
GBP3	GBP3	False	False	False	7.31342437059761	1	True	False	0.020817761925394623	-3.614891396579872	-0.16429572
GBP4	GBP4	False	False	False	31.3017443424869	1	True	True	0.06233672150902214	-2.1480567501736156	0.96965665
GBP5	GBP5	False	False	False	10.4361620375949	1	True	False	0.029178168531052175	-4.064070142883641	-0.5115382
GBP7	GBP7	False	False	False	1.1593735867083	1	True	False	0.0019496392158296061	-4.797023878349529	-1.078156
GCA	GCA	False	False	False	42.0470455786262	1	True	True	0.09630904119204378	-1.9256044906116525	1.1416258
GCAT	GCAT	False	False	False	14.3145549698905	1	True	True	0.018670988066155903	-2.289858920752475	0.86003494
GCC1	GCC1	False	False	False	6.09476096807223	1	True	False	0.01395698975682148	-5.329181276826133	-1.489546
GCC2	GCC2	False	False	False	77.6297400277309	1	True	False	0.19704150351105518	-3.0575040961475906	0.26659855
GCDH	GCDH	False	False	False	20.4645794590401	1	True	False	0.04457209840866346	-2.8602906202907072	0.41905653
GCFC2	GCFC2	False	False	False	22.1016954582869	1	True	False	0.04173338754757256	-3.8563420493913236	-0.35095176
GCH1	GCH1	False	False	False	8.88151307910895	1	True	False	0.033587505189831356	-3.5381226733763707	-0.104948826
GCHFR	GCHFR	False	False	False	28.5136984183027	1	True	False	0.07781760122221973	-3.605924134660382	-0.15736347
GCLC	GCLC	False	False	False	21.8200848061215	1	True	True	0.03434869171131413	-1.9599066025707033	1.1151081
GCLM	GCLM	False	False	False	48.3037061588273	1	True	True	0.1085605043469583	0.47725988532464686	2.999186
GCN1	GCN1	False	False	False	12.8837035002778	1	True	False	0.019533123437503082	-3.8287008372387725	-0.3295834
GCNT1	GCNT1	False	False	False	11.3557765927562	1	True	False	0.014096762672080066	-3.3317810711603597	0.054565772
GCNT2	GCNT2	False	False	False	7.10518064243955	1	True	False	0.009679743289996977	-2.3710606858064747	0.797261
GCNT4	GCNT4	False	False	False	1.04253353387217	1	True	False	0.007186216703193517	-4.259075264812977	-0.662289
GCSAM	GCSAM	False	False	False	4.90774560793745	1	True	False	0.01497857687481251	-3.8179659207481484	-0.32128468
GCSAML	GCSAML	False	False	False	7.76149839280463	1	True	True	0.014891730171183663	-2.4694793297590802	0.7211774
GCSH	GCSH	False	False	False	62.0400388651445	1	True	True	0.06453913899354566	-0.8163661215208194	1.9991344
GDAP1	GDAP1	False	False	False	3.44492658023697	1	True	False	0.01280406630437152	-5.335742319258252	-1.494618
GDAP2	GDAP2	False	False	False	9.16116863897159	1	True	False	0.021850690849674132	-4.403173788773343	-0.77368593
GDE1	GDE1	False	False	False	29.9037076260231	1	True	True	0.05853766621142442	-2.704341016906323	0.5396151
GDF11	GDF11	False	True	True	12.9173619351821	1	True	False	0.022023703603795915	-3.4911240490737625	-0.06861603
GDF9	GDF9	False	True	True	4.26613016121496	1	True	False	0.004426877567458357	-4.369350846040065	-0.74753875
GDI1	GDI1	False	False	False	15.2262863181204	1	True	False	0.04346437063608663	-4.906700552279291	-1.1629428
GDI2	GDI2	False	False	False	231.941770095053	1	True	False	0.40459388895464377	-1.2260719382185477	-0.25861844
GDPD1	GDPD1	False	False	False	5.06661992567907	1	True	False	0.010669273751704874	-3.9651661585979427	-0.4350794
GDPD5	GDPD5	False	False	False	3.75767046422437	1	True	False	0.011865102281931163	-3.6489291323889588	-0.19060896
GDPGP1	GDPGP1	False	False	False	1.00509911414764	1	True	False	0.0025961654767595855	-5.564897934507436	-1.6717693
GEMIN2	GEMIN2	False	False	False	12.4258217857789	1	True	False	0.018848019331370095	-3.1468613031054447	0.19751999
GEMIN4	GEMIN4	False	False	False	5.18534379049632	1	True	False	0.009685093993205808	-4.457944173948625	-0.81602675
GEMIN5	GEMIN5	False	False	False	7.25913967989595	1	True	False	0.015172866585301302	-4.179567893346064	-0.60082495
GEMIN6	GEMIN6	False	False	False	13.708371962363	1	True	False	0.029888326101885528	-3.489460144929623	-0.067329735
GEMIN7	GEMIN7	False	False	False	19.1077497188976	1	True	False	0.04036118315607465	-3.1514744826937156	0.19395372
GEMIN8	GEMIN8	False	False	False	8.47291872777603	1	True	False	0.016073438980164383	-3.9745098206791885	-0.4423026
GEN1	GEN1	False	False	False	13.3230715625488	1	True	False	0.021743986332695066	-3.079811036222719	0.24935393
GET4	GET4	False	False	False	6.48183166521086	1	True	False	0.005294120461727746	-2.9293601364938513	0.36566162
GFER	GFER	False	False	False	19.0930814747734	1	True	False	0.05737233216476536	-4.26096791235598	-0.66375214
GFI1	GFI1	False	False	False	4.56672930157983	1	True	False	0.0144053852254514	-3.268467167543916	0.10351127
GFI1B	GFI1B	False	False	False	34.6118846145261	1	True	True	0.05828256425146702	-0.06437733551390515	2.5804675
GFM1	GFM1	False	False	False	27.8319059237113	1	True	False	0.04701732699899384	-3.6232681295048987	-0.17077143
GFM2	GFM2	False	False	False	15.2047263974707	1	True	False	0.027974929133566195	-3.326170095440229	0.058903396
GFOD1	GFOD1	False	False	False	9.11967351712004	1	True	False	0.01709126509535601	-3.657688038212855	-0.19738013
GFOD2	GFOD2	False	False	False	8.29194982485824	1	True	False	0.015594529205314187	-3.004134305969718	0.30785665
GFPT1	GFPT1	False	False	False	14.0465021663911	1	True	False	0.027616259570568045	-4.340258643228881	-0.72504866
GGA1	GGA1	False	False	False	29.3456124534303	1	True	False	0.1079747041034699	-3.5964370674003323	-0.1500294
GGA2	GGA2	False	False	False	29.0054573459924	1	True	False	0.07802859400729613	-3.2026158320480715	0.15441835
GGA3	GGA3	False	False	False	13.7443763840758	1	True	False	0.03005590515522762	-4.263811640755862	-0.66595054
GGACT	GGACT	False	False	False	2.99379309266118	1	True	False	0.00812824374984633	-5.724389123950663	-1.7950656
GGCT	GGCT	False	False	False	97.9066811657297	1	True	True	0.12237476588778667	-1.2308254340782439	1.6787322
GGCX	GGCX	False	False	False	22.2285535747667	1	True	False	0.04680934929182008	-4.141669901633882	-0.57152754
GGH	GGH	False	False	False	45.9535673130895	1	True	True	0.04736167839186109	-1.304952014942927	1.6214278
GGNBP2	GGNBP2	False	False	False	86.529843135046	1	True	True	0.21395876428766245	-2.6329184384276227	0.5948291
GGPS1	GGPS1	False	False	False	21.0858439150087	1	True	False	0.05484626107766289	-4.611292785255138	-0.93457454
GGT1	GGT1	False	True	False	2.51781860727264	1	True	False	0.0069526418009285855	-4.967787917350366	-1.2101669
GGT7	GGT7	False	False	False	2.9117015087408	1	True	False	0.013006056523900342	-5.010951989358167	-1.2435354
GHDC	GHDC	False	False	False	8.09528145820861	1	True	False	0.018895861161430612	-4.6702205217033255	-0.9801293
GHITM	GHITM	False	False	False	159.516111495887	1	True	False	0.3118848196768776	-0.9341603943946063	0.0027945875
GHRL	GHRL	False	True	True	4.84206140062505	1	True	False	0.00936068461831871	-5.1697309249113506	-1.3662812
GID4	GID4	False	False	False	7.44130727640139	1	True	False	0.018224617437478247	-4.599999108465323	-0.92584383
GID8	GID8	False	False	False	48.3157692951377	1	True	True	0.11339855548100403	-2.7421778347297643	0.5103649
GIGYF1	GIGYF1	False	False	False	21.8789347964882	1	True	False	0.05381763217268829	-3.808563656313392	-0.31401613
GIGYF2	GIGYF2	False	False	False	35.8844993912751	1	True	True	0.053287679994183546	-2.518138540088172	0.6835609
GIMAP1	GIMAP1	False	False	False	10.6431274961335	1	True	False	0.06724371159935172	-3.288938811656907	0.08768544
GIMAP2	GIMAP2	False	False	False	21.4340161872949	1	True	False	0.0999622025516878	-3.590281426933972	-0.14527072
GIMAP4	GIMAP4	False	False	False	20.9186850370062	1	True	True	0.08289959542361558	-2.6438147552116145	0.5864056
GIMAP5	GIMAP5	False	False	False	2.4529399382008	1	True	False	0.007367948112940815	-5.134350300950124	-1.3389298
GIMAP6	GIMAP6	False	False	False	4.52288933397799	1	True	False	0.025632813889762816	-4.508753232155216	-0.85530525
GIMAP7	GIMAP7	False	False	False	25.618795661759	1	True	True	0.12407922723036398	-2.418967855573578	0.7602259
GIMAP8	GIMAP8	False	False	False	3.29522804902117	1	True	False	0.009848077296465302	-3.49184966853969	-0.06917699
GIN1	GIN1	False	False	False	3.96674115493607	1	True	False	0.01334160269047704	-5.147569052595164	-1.3491488
GINM1	GINM1	False	False	False	36.9647699369505	1	True	False	0.06365503290811239	-3.186279885451996	0.16704702
GINS1	GINS1	False	False	False	10.5733022752255	1	True	False	0.012577878851924735	-2.9027956060784152	0.3861976
GINS2	GINS2	False	False	False	41.0241531158292	1	True	True	0.047931914470491215	-0.7218395987329591	2.0722091
GINS3	GINS3	False	False	False	5.92263304485247	1	True	False	0.006610057088999744	-3.034063851632545	0.2847193
GINS4	GINS4	False	False	False	8.91038469147247	1	True	False	0.0092204972012801	-3.4848918341055075	-0.06379815
GIPC1	GIPC1	False	False	False	4.15005047198994	1	True	False	0.019359116950775034	-4.799735377586661	-1.0802522
GIPC2	GIPC2	False	False	False	1.6996713186598	1	True	False	0.002647645463118493	-3.768529561737662	-0.28306735
GIT1	GIT1	False	False	False	12.292533229924	1	True	False	0.021344848248136136	-4.3803558325230005	-0.75604624
GIT2	GIT2	False	False	False	34.1944876458181	1	True	False	0.07908703855360277	-3.984881814019364	-0.4503208
GJA1	GJA1	False	False	False	1.0169616971082	1	True	False	0.0012683109090649023	-4.147132634007828	-0.5757505
GK	GK	False	False	False	11.4743813183541	1	True	False	0.019462100598641865	-3.9501106905613654	-0.4234406
GK5	GK5	False	False	False	12.160016478494	1	True	False	0.030600797285515884	-4.024797159123653	-0.48117778
GKAP1	GKAP1	False	False	False	7.02639199410259	1	True	False	0.017350481045566878	-4.372071401398928	-0.7496419
GLA	GLA	False	False	False	17.9579329477604	1	True	False	0.028165854276763262	-3.2717962567695835	0.10093768
GLB1	GLB1	False	False	False	18.7641274132576	1	True	False	0.029759018180079463	-3.5356100076723793	-0.103006385
GLB1L	GLB1L	False	False	False	2.71019367073721	1	True	False	0.005214704340525035	-5.78578908980388	-1.8425316
GLCCI1	GLCCI1	False	False	False	11.1925665307672	1	True	False	0.018372675753703785	-4.172615276171936	-0.59545016
GLCE	GLCE	False	False	False	9.29362296444479	1	True	False	0.02248110246380706	-4.2754864981659555	-0.6749759
GLDN	GLDN	False	False	False	1.07361761666715	1	True	False	-0.00018319817667600857		0.0
GLE1	GLE1	False	False	False	12.3775577413146	1	True	False	0.01886760606756214	-3.854556419788664	-0.34957135
GLG1	GLG1	False	True	True	46.7431758591464	1	True	False	0.11429158064121246	-3.888554877526488	-0.37585422
GLI4	GLI4	False	False	False	7.57322137799093	1	True	False	0.02137725653027688	-5.051715667128501	-1.2750483
GLIDR	GLIDR	False	False	False	4.7647225072281	1	True	False	0.009819298552892082	-4.16435783597364	-0.5890667
GLIPR1	GLIPR1	False	False	False	100.249099389281	1	True	True	0.22401708631480208	-1.0923558019253807	1.7857776
GLIPR2	GLIPR2	False	False	False	59.7243134179329	1	True	True	0.17991981054357042	-1.6472373469233688	1.3568205
GLMN	GLMN	False	False	False	13.9635534750695	1	True	False	0.03894570469305631	-4.705650790475753	-1.007519
GLMP	GLMP	False	False	False	9.75728705185479	1	True	False	0.0216664312298508	-3.7465056906909684	-0.26604158
GLO1	GLO1	False	False	False	95.399291320934	1	True	True	0.13378966260403188	-1.9274760822497545	1.1401789
GLOD4	GLOD4	False	False	False	41.6072575681355	1	True	False	0.08563330160367187	-3.040554989904162	0.27970123
GLRX	GLRX	False	False	False	161.958909725501	1	True	True	0.3033470213956157	-0.28079242428951745	0.58789957
GLRX2	GLRX2	False	False	False	17.8360546161174	1	True	False	0.024375919223827883	-2.8637351674669214	0.4163937
GLRX3	GLRX3	False	False	False	70.7913567196163	1	True	True	0.12461951756165657	-1.9605051304655512	1.1146454
GLRX5	GLRX5	False	False	False	90.8670199293451	1	True	True	0.14320918182941728	0.06612368969685385	2.6813526
GLS	GLS	False	False	False	47.0134289412051	1	True	True	0.10020700856798345	-1.9987489691434677	1.0850806
GLT1D1	GLT1D1	False	False	False	1.95133611923284	1	True	False	0.009395492068136727	-3.548357462103268	-0.11286094
GLT8D1	GLT8D1	False	False	False	17.3586097305558	1	True	False	0.03672380764739664	-4.1623955173611105	-0.5875497
GLTP	GLTP	False	False	False	33.1713598244129	1	True	False	0.08827768826508284	-3.688135545458619	-0.2209179
GLUD1	GLUD1	False	False	False	46.9605191114586	1	True	False	0.10463787625565796	-3.115549332891972	0.22172605
GLUD2	GLUD2	False	False	False	2.1649775938437	1	True	False	0.006489236638016174	-3.8330373280084915	-0.33293578
GLUL	GLUL	False	False	False	144.554767018516	1	True	True	0.24421873159817967	-0.7439289547234488	2.0551329
GLYCTK	GLYCTK	False	False	False	4.3431344027143	1	True	False	0.011316068308853549	-5.498280825584661	-1.6202703
GLYR1	GLYR1	False	False	False	38.1521252840069	1	True	True	0.07400906311129771	-2.5991423640294635	0.62094
GM2A	GM2A	False	False	False	17.0025288085634	1	True	False	0.034044946210253155	-2.762056050645966	0.49499783
GMCL1	GMCL1	False	False	False	33.5565103093803	1	True	False	0.06652286137772961	-3.486793949062706	-0.065268606
GMDS	GMDS	False	False	False	17.4740867975043	1	True	False	0.02829386988392419	-4.119939733761692	-0.5547288
GMDS-AS1	GMDS-AS1	False	False	False	5.1097212664122	1	True	False	0.01040750707962777	-5.173022063577864	-1.3688254
GMEB1	GMEB1	False	False	False	15.9932717930594	1	True	False	0.034043630370284544	-4.400451325194096	-0.7715813
GMEB2	GMEB2	False	False	False	6.17634740489566	1	True	False	0.01842165328124248	-5.41069362290782	-1.55256
GMFB	GMFB	False	False	False	22.2494708476873	1	True	False	0.03900960352827944	-4.08264161163303	-0.52589506
GMFG	GMFG	False	False	False	354.806018790155	1	True	False	0.7695709452453376	-1.4460258875889151	-0.9759638
GMIP	GMIP	False	False	False	11.0965043285918	1	True	False	0.031249130065180562	-3.9551872817240765	-0.42736512
GMNN	GMNN	False	False	False	59.7308857969209	1	True	True	0.07530567351720036	-0.8429231489770237	1.9786042
GMPPA	GMPPA	False	False	False	10.6723160270467	1	True	False	0.020039652570643492	-4.142202361090451	-0.5719392
GMPPB	GMPPB	False	False	False	13.7835418980095	1	True	False	0.03241985119995742	-3.1755899324257366	0.17531101
GMPR	GMPR	False	False	False	26.2752509493407	1	True	True	0.06157998270269585	-0.3100207772239027	2.3905702
GMPR2	GMPR2	False	False	False	26.5228957753061	1	True	False	0.05838726882855228	-3.875659580809179	-0.36588538
GMPS	GMPS	False	False	False	64.2939240076141	1	True	True	0.11298040009906213	-1.3875224749144304	1.5575958
GNA11	GNA11	False	False	True	3.3138127113151	1	True	False	0.004032247854790316	-4.625090460032131	-0.945241
GNA12	GNA12	False	False	False	12.5410114936498	1	True	False	0.022719062057277896	-3.9221481010233474	-0.40182382
GNA13	GNA13	False	True	False	27.1382979656111	1	True	False	0.06689114235568129	-3.0335921192604247	0.28508395
GNA15	GNA15	False	True	False	45.5716555262693	1	True	True	0.059853175347584386	-2.0937565429233387	1.011634
GNAI1	GNAI1	False	True	False	9.48606192599525	1	True	False	0.017734721437477112	-3.0081609849587574	0.30474377
GNAI2	GNAI2	False	True	True	90.2247136439928	1	True	True	0.20806767748428728	-1.7109558887267957	1.3075621
GNAI3	GNAI3	False	True	False	69.1306155725602	1	True	False	0.1474851574017797	-2.873817626426502	0.40859935
GNAQ	GNAQ	False	False	False	96.9904229214876	1	True	True	0.15667340618826656	-1.4923803862289695	1.4765342
GNAS	GNAS	False	True	False	193.912641279751	1	True	False	0.34300160963143816	-1.5805365571874708	-0.5760491
GNAZ	GNAZ	False	False	False	1.38683128867286	1	True	False	0.0012688898664990592	-3.088012410179888	0.24301377
GNB1	GNB1	False	True	False	77.6730118176587	1	True	True	0.15118718428433778	-2.51227161288768	0.6880964
GNB1L	GNB1L	False	False	False	5.18428992012735	1	True	False	0.014206440849846267	-5.162927023828714	-1.3610214
GNB2	GNB2	False	False	False	85.5191339085441	1	True	True	0.18162197693733861	-1.9283942251922892	1.1394691
GNB4	GNB4	False	False	False	29.4463842818399	1	True	True	0.046345315521697746	-2.6209917623245573	0.6040491
GNB5	GNB5	False	False	False	15.2032891404666	1	True	False	0.04577293445289045	-3.8330973755748685	-0.3329822
GNE	GNE	False	False	False	7.97684012443417	1	True	False	0.012290818814348167	-4.402978445025663	-0.7735349
GNG10	GNG10	False	False	False	13.9480544931176	1	True	True	0.027946394906235735	-2.421627016680177	0.7581702
GNG11	GNG11	False	False	False	8.64270123947497	1	True	False	0.022223495277950027	-3.581252581276131	-0.13829087
GNG2	GNG2	False	False	False	30.6230365248605	1	True	False	0.10234556610627939	-3.27818777216244	0.09599665
GNG5	GNG5	False	False	False	205.870655528326	1	True	False	0.37765935314595905	-0.6748119090940845	0.2350467
GNG7	GNG7	False	False	False	40.78510548424	1	True	True	0.07802174183750557	-1.2765677079022233	1.6433706
GNGT2	GNGT2	False	False	False	3.60611896274776	1	True	False	0.012301578780323076	-3.8133786968723795	-0.31773847
GNL1	GNL1	False	False	False	26.7195241206261	1	True	False	0.06508237883069441	-4.147596251461492	-0.57610893
GNL2	GNL2	False	False	False	41.3969205502601	1	True	True	0.07040881807302883	-2.5621055975333515	0.6495717
GNL3	GNL3	False	False	False	95.688100077324	1	True	True	0.13556176680888876	-1.6447614602450968	1.3587345
GNL3L	GNL3L	False	False	False	32.5193462673472	1	True	True	0.05674069921252148	-2.0595216014946978	1.0380996
GNLY	GNLY	False	False	False	98.3516075854416	1	True	True	0.6210121502236986	2.114236490286482	1.5872674
GNPAT	GNPAT	False	False	False	32.9402155017292	1	True	False	0.060705366792632526	-3.333905076451543	0.052923787
GNPDA1	GNPDA1	False	False	False	10.6632431531186	1	True	False	0.02165910351994129	-3.705258783723354	-0.23415521
GNPDA2	GNPDA2	False	False	False	8.83976310243378	1	True	False	0.01985209133040364	-4.642123933078219	-0.9584089
GNPNAT1	GNPNAT1	False	False	False	14.9040169323845	1	True	False	0.028242953130011496	-3.697453732957729	-0.22812143
GNPTAB	GNPTAB	False	False	False	39.6645758981077	1	True	True	0.10378264507205538	-1.9595559049104012	1.1153792
GNPTG	GNPTG	False	False	False	22.8015644249016	1	True	False	0.05895448973059339	-3.8673954197250504	-0.35949668
GNS	GNS	False	False	False	18.142554157839	1	True	True	0.05391380322426018	-2.494492045383239	0.70184106
GOLGA1	GOLGA1	False	False	False	8.75546284399464	1	True	False	0.010388275232523543	-3.822112682132574	-0.32449037
GOLGA2	GOLGA2	False	False	False	19.0705459840685	1	True	False	0.0383133109533579	-3.6446379274715577	-0.18729159
GOLGA3	GOLGA3	False	False	False	26.5524801083048	1	True	False	0.04924200907162549	-3.511551568995457	-0.084407754
GOLGA4	GOLGA4	False	False	False	77.1747142603211	1	True	True	0.13420848861696838	-2.1066471793204786	1.0016687
GOLGA5	GOLGA5	False	False	False	14.2205889849137	1	True	False	0.03659123414093636	-4.623788889812958	-0.9442348
GOLGA6L10	GOLGA6L10	False	False	False	1.88883414952457	1	True	False	0.0027790382698758146	-4.791880559265965	-1.0741799
GOLGA6L4	GOLGA6L4	False	False	False	1.16153431471676	1	True	False	0.00144172892573257	-5.242419574828796	-1.4224739
GOLGA6L9	GOLGA6L9	False	False	False	2.75581461501329	1	True	False	0.008371328675826352	-5.265152551155444	-1.4400479
GOLGA7	GOLGA7	False	False	False	49.7596455414007	1	True	False	0.13292767865632435	-3.7108584272514644	-0.23848407
GOLGA8A	GOLGA8A	False	False	False	15.3286186900132	1	True	False	0.03898922676556758	-2.9428328794476175	0.35524637
GOLGA8B	GOLGA8B	False	False	False	16.8381340678862	1	True	False	0.04330405161246994	-3.1794370470559206	0.17233697
GOLGA8M	GOLGA8M	False	False	False	2.41307116794493	1	True	False	0.00862688750769098	-3.4258887159924503	-0.01818516
GOLGA8N	GOLGA8N	False	False	False	6.98325186590376	1	True	False	0.023658815931563645	-2.8737277636400442	0.40866882
GOLGA8R	GOLGA8R	False	False	False	2.44894074942412	1	True	False	0.006875298870790342	-3.483353787951155	-0.06260915
GOLGB1	GOLGB1	False	False	False	81.749243644638	1	True	True	0.11760644127768694	-1.5362286318983316	1.442637
GOLIM4	GOLIM4	False	False	False	39.9943543563922	1	True	True	0.055585854902862	-1.894724920250771	1.1654975
GOLM1	GOLM1	False	False	False	4.05599196433614	1	True	False	0.010379520855118386	-4.024624173914287	-0.48104405
GOLPH3	GOLPH3	False	False	False	47.3034158320653	1	True	False	0.07310041322660488	-2.9741174023058434	0.3310615
GOLPH3L	GOLPH3L	False	False	False	10.777662123014	1	True	False	0.017523323267076115	-3.172012037214728	0.17807694
GOLT1B	GOLT1B	False	False	False	22.4144451658813	1	True	False	0.052084930185141064	-4.412513139968563	-0.7809058
GON4L	GON4L	False	False	False	23.2901064764702	1	True	False	0.06466096922937703	-4.673063292864814	-0.9823269
GOPC	GOPC	False	False	False	22.5044754379341	1	True	False	0.04252403992350532	-3.4349730441225503	-0.025207896
GORAB	GORAB	False	False	False	4.04510179099244	1	True	False	0.008800093911964924	-4.331043553490902	-0.7179249
