gene_symbol	gene_symbol	inDB	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter	highly_variable	means	dispersions	dispersions_norm
CGRRF1	CGRRF1	False	False	False	33.3940792719243	3	True	False	0.02978602876072577	-4.621938238890696	-1.0626458
CH25H	CH25H	False	False	False	15.4312419609859	3	True	False	0.007371588238579577	-2.7665787470681837	0.3681138
CHAC1	CHAC1	False	False	False	11.9641982505457	3	True	True	0.02333470987074432	-2.591524543916284	0.5031068
CHAC2	CHAC2	False	False	False	19.1555799345303	3	True	False	0.03170491888658306	-3.2102757957224313	0.025957014
CHADL	CHADL	False	False	False	3.29876882328771	3	True	False	0.0026610124066033538	-4.728151633390128	-1.1445522
CHAF1A	CHAF1A	False	False	False	22.3646623594217	3	True	True	0.03068346258589602	-2.1345117141047023	0.855532
CHAF1B	CHAF1B	False	False	False	5.83466834898422	3	True	False	0.006822776816938726	-2.4357521423297896	0.6232306
CHAMP1	CHAMP1	False	False	False	24.4607605345496	3	True	False	0.0357987321295864	-3.7719127308300258	-0.40714905
CHCHD1	CHCHD1	False	False	False	150.944113800437	3	True	True	0.1855082170348522	-1.8278799207035499	1.091991
CHCHD10	CHCHD10	False	False	False	1028.65053815817	3	True	False	0.9871331662030174	0.9908794916130329	0.014770459
CHCHD2	CHCHD2	False	False	False	1738.10647191372	3	True	False	1.294526283639106	0.8833622280090422	-0.33927143
CHCHD3	CHCHD3	False	False	False	110.876904122585	3	True	True	0.13002769295844052	-1.6928988081219305	1.1960816
CHCHD4	CHCHD4	False	False	False	30.1952300444743	3	True	False	0.03205848224253131	-3.43414936844193	-0.146683
CHCHD5	CHCHD5	False	False	False	168.025808391953	3	True	True	0.19347348554094837	-1.7488956282725565	1.1528996
CHCHD6	CHCHD6	False	False	False	28.4517730199638	3	True	False	0.03667189650410937	-3.340691193571783	-0.07461276
CHCHD7	CHCHD7	False	False	False	130.598358347191	3	True	False	0.1505849253384925	-3.1532916417489822	0.06990032
CHD1	CHD1	False	False	False	77.7471338250465	3	True	False	0.09282788515801904	-3.73719937070532	-0.38037986
CHD1L	CHD1L	False	False	False	23.9931960480713	3	True	False	0.034495475925298	-3.0306908313181298	0.16444388
CHD2	CHD2	False	False	False	95.467277933602	3	True	False	0.11020632342368501	-3.558264341670122	-0.2423942
CHD3	CHD3	False	False	False	43.0591632370485	3	True	False	0.04638344814246079	-2.8658286724615354	0.29157725
CHD4	CHD4	False	False	False	87.250022125984	3	True	False	0.10797498184280789	-2.800258178163408	0.34214193
CHD6	CHD6	False	False	False	31.9926960732169	3	True	False	0.03962514324150175	-3.9353575548581525	-0.5331895
CHD7	CHD7	False	False	False	27.926590093782	3	True	False	0.04355214175373722	-2.9223374472982226	0.24800055
CHD8	CHD8	False	False	False	24.3714266485405	3	True	False	0.03280881753852391	-4.012434814708781	-0.5926275
CHD9	CHD9	False	False	False	108.873979138075	3	True	False	0.14804874277392707	-3.091914045344569	0.11723162
CHDH	CHDH	False	False	False	21.3388712576065	3	True	True	0.04642903268314971	-2.0057311667582156	0.9548411
CHEK1	CHEK1	False	False	False	12.1250371898958	3	True	True	0.025633777384011736	-2.295481153949248	0.7314005
CHEK2	CHEK2	False	False	False	22.4528152059315	3	True	False	0.020067267204012043	-3.4078390293709044	-0.12639378
CHERP	CHERP	False	False	False	31.359237925162	3	True	False	0.043675149607371115	-3.989905816301618	-0.5752543
CHFR	CHFR	False	False	False	23.4484922991114	3	True	False	0.023800090602434876	-4.645870841250499	-1.0811014
CHGA	CHGA	False	False	False	53.4227650821534	3	True	False	0.01066226820461764	1.7019471843300553	3.8140156
CHGB	CHGB	False	False	False	5.49625552899512	3	True	False	0.0021685542177974095	-0.3867628158470249	2.2033079
CHI3L1	CHI3L1	False	False	False	128.535537343039	3	True	True	0.0463217874401569	-0.6652830547362422	1.988527
CHI3L2	CHI3L2	False	False	False	19.2713493190729	3	True	True	0.017663009827433587	-2.5919050485201995	0.50281334
CHIC1	CHIC1	False	False	False	5.61242298664363	3	True	False	0.008901247618211757	-4.729482608684086	-1.1455786
CHIC2	CHIC2	False	False	False	82.8335143551847	3	True	False	0.0773967035564698	-3.415387330702548	-0.13221465
CHID1	CHID1	False	False	False	132.392592573802	3	True	True	0.17379921108463453	-2.148052643111667	0.8450899
CHKA	CHKA	False	False	False	33.6754619113908	3	True	False	0.053656713211314294	-3.348280161702506	-0.08046499
CHKB	CHKB	False	False	False	18.0668351186547	3	True	False	0.01838630741980341	-4.028470465681406	-0.60499346
CHKB-AS1	CHKB-AS1	False	False	False	7.29107476504879	3	True	False	0.007583269776873705	-3.680429999219095	-0.33660218
CHL1	CHL1	True	True	True	9.01524173981392	3	True	False	0.005237742331266492	-3.3470958188541373	-0.07955168
CHM	CHM	False	False	False	16.1033830928997	3	True	False	0.02513392681322929	-5.191161759872291	-1.5016023
CHML	CHML	False	False	False	8.00008704702132	3	True	False	0.013431560554493113	-4.38346823797742	-0.8787498
CHMP1A	CHMP1A	False	False	False	78.7386465510988	3	True	True	0.11969787030444481	-2.0717419701792417	0.90393686
CHMP1B	CHMP1B	False	False	False	350.206212702339	3	True	True	0.24000896764249968	-0.8872104969304099	1.8173878
CHMP2A	CHMP2A	False	False	False	488.337733040769	3	True	True	0.5953960097151316	0.47972548816208804	1.0691619
CHMP2B	CHMP2B	False	False	False	138.781736483777	3	True	True	0.1594948185845345	-1.6719059352801042	1.2122703
CHMP3	CHMP3	False	False	False	175.950185761459	3	True	True	0.19980790777511598	-1.579546535326514	1.2834932
CHMP4A	CHMP4A	False	False	False	54.5912068755391	3	True	False	0.04515950500406998	-3.877000631840725	-0.48818755
CHMP4B	CHMP4B	False	False	False	253.989462840947	3	True	False	0.3422812244655464	-0.6504416761060995	0.005187955
CHMP4C	CHMP4C	False	False	False	22.7079331482072	3	True	False	0.035885585587138835	-2.671922165325972	0.44110817
CHMP5	CHMP5	False	False	False	280.221774067206	3	True	True	0.26114485142228305	-0.8889902352940746	1.8160154
CHMP6	CHMP6	False	False	False	39.5031017955918	3	True	False	0.03977895582590281	-3.744323473026341	-0.38587362
CHMP7	CHMP7	False	False	False	36.8443664046305	3	True	False	0.042353119807342764	-4.740427287340268	-1.1540186
CHN1	CHN1	False	False	False	20.5263579978446	3	True	False	0.016564418610960415	-2.8232391679797626	0.32442012
CHN2	CHN2	False	False	False	18.121358481719	3	True	False	0.009964949155890598	-3.1406486986693607	0.07964992
CHORDC1	CHORDC1	False	False	False	89.1418035940985	3	True	False	0.10886631705838479	-3.6151251888212177	-0.28624243
CHP1	CHP1	False	False	False	137.153967151002	3	True	True	0.169244238738171	-1.6954779327124416	1.1940928
CHP2	CHP2	False	False	False	102.041115367074	3	True	True	0.14343650823173915	-0.21888587072379917	2.332766
CHPF	CHPF	False	False	False	82.8806467981164	3	True	True	0.18038880245755495	-1.2780048512422466	1.5160269
CHPF2	CHPF2	False	False	False	31.2192631600298	3	True	False	0.05139603679673602	-4.519696373204295	-0.9838021
CHPT1	CHPT1	False	False	False	141.587686277623	3	True	True	0.13779389756045662	-2.060569523077297	0.9125525
CHRAC1	CHRAC1	False	False	False	47.3369722052737	3	True	False	0.057991484450389104	-4.040022523644053	-0.6139018
CHRM3	CHRM3	True	False	True	3.23409498643351	3	True	False	0.011939840272714539	-2.9292414485185816	0.24267653
CHRM3-AS2	CHRM3-AS2	False	False	False	9.02023675336346	3	True	False	0.008196265489911038	-3.3866030356495926	-0.11001766
CHRNA5	CHRNA5	True	False	True	5.35693940908057	3	True	False	0.012346412385050196	-3.038954563146413	0.15807131
CHRNB1	CHRNB1	True	False	True	23.9950868380107	3	True	False	0.026791517217448223	-4.898811219405753	-1.2761563
CHRNE	CHRNE	True	False	True	8.16999079013151	3	True	False	0.0037868826191734604	-3.78852818269316	-0.41996205
CHST11	CHST11	False	False	False	33.6035887349715	3	True	False	0.027609018600833854	-3.8337500932597064	-0.4548349
CHST12	CHST12	False	False	False	96.4877327967171	3	True	True	0.1328894881054199	-1.8284837139982457	1.0915253
CHST13	CHST13	False	False	False	3.31475091845552	3	True	False	0.002266345654180162	-4.498950600919708	-0.96780396
CHST14	CHST14	False	False	False	12.1188145553281	3	True	False	0.008543413203739705	-4.583422966354832	-1.0329448
CHST15	CHST15	False	False	False	12.8891425187985	3	True	False	0.01694920395341472	-3.7452334143034176	-0.3865753
CHST2	CHST2	False	False	False	32.2267780731258	3	True	False	0.02630379008780085	-2.9580576691782587	0.22045492
CHST7	CHST7	False	False	False	13.1327585826642	3	True	False	0.009938699826565133	-4.858569720274628	-1.2451241
CHSY1	CHSY1	False	False	False	20.5237132251174	3	True	False	0.02915001475398192	-3.7646201053437762	-0.40152535
CHTF18	CHTF18	False	False	False	8.0315518853101	3	True	False	0.016445950932797368	-2.7989881608269385	0.3431213
CHTF8	CHTF8	False	False	False	66.1286724627737	3	True	False	0.07220359650303049	-3.009390401087947	0.1808697
CHTOP	CHTOP	False	False	False	113.642408836872	3	True	False	0.13864566917368057	-2.9101406650702297	0.2574061
CHUK	CHUK	False	False	False	13.3376332928626	3	True	False	0.021581324060157482	-4.454715661213044	-0.9336922
CHURC1	CHURC1	False	False	False	133.685114032702	3	True	False	0.12718422463420936	-2.774042544544081	0.3623581
CIAO1	CIAO1	False	False	False	59.8913555772636	3	True	False	0.0678908201261523	-3.3649639189831895	-0.09333066
CIAPIN1	CIAPIN1	False	False	False	51.8931091635117	3	True	False	0.05625222257418734	-2.8941941519639243	0.26970324
CIB1	CIB1	False	False	False	658.029342983856	3	True	False	0.7346851503733451	0.5889635849331607	0.2411498
CIB2	CIB2	False	False	False	12.0618539822765	3	True	False	0.008136682422238122	-2.8020340378036845	0.34077245
CIC	CIC	False	False	False	17.7020677979251	3	True	False	0.017148669339057943	-3.8623589258763675	-0.47689658
CIDEB	CIDEB	False	False	False	17.267359008754	3	True	True	0.02362891559739505	-2.0543435645505728	0.91735363
CIDEC	CIDEC	False	False	False	9.00979488727808	3	True	True	0.025916048950971382	-1.4271438388791398	1.4010184
CIITA	CIITA	False	False	False	17.8767309723837	3	True	False	0.011890948133475954	-2.742378830048897	0.38677555
CINP	CINP	False	False	False	74.6921029516413	3	True	False	0.07865787349143644	-2.770466585880031	0.3651157
CIR1	CIR1	False	False	False	129.254677119914	3	True	False	0.1608327405674668	-3.6559651199672385	-0.31773612
CIRBP	CIRBP	True	True	False	980.937907777919	3	True	False	0.928864920964288	-0.23321759039140344	-0.924136
CIRH1A	CIRH1A	False	False	False	24.7169328036737	3	True	False	0.042819807112093655	-3.335275200123915	-0.07043622
CISD1	CISD1	False	False	False	170.753418562195	3	True	True	0.23683586295657702	-1.0739110406725225	1.6734138
CISD2	CISD2	False	False	False	223.274479640469	3	True	False	0.29746710990353853	-1.701715551163324	-0.9845134
CISD3	CISD3	False	False	False	347.408155007696	3	True	True	0.4606801620929991	0.2370599816646297	0.84070915
CISH	CISH	True	True	False	16.5937138450698	3	True	False	0.021356850808927224	-4.088181054377637	-0.65103924
CIT	CIT	False	False	False	7.48488906004248	3	True	False	0.00618810696655871	-2.884514926071904	0.27716735
CITED2	CITED2	False	False	False	398.04844651375	3	True	False	0.4884549623340121	-0.6214217141666333	0.032508235
CITED4	CITED4	False	False	False	7.68811622430807	3	True	False	0.0012076303491514336	-2.2717234123298145	0.7497213
CITF22-92A6.1	CITF22-92A6.1	False	False	False	4.07551953425489	3	True	False	0.005088936397898433	-4.884432202208925	-1.2650679
CIZ1	CIZ1	False	False	False	38.3172817048753	3	True	False	0.050316097111123025	-3.2441346686732304	-0.00015323922
CKAP2	CKAP2	False	False	False	25.5336199620769	3	True	True	0.022689687027579376	-2.2020980434546544	0.80341285
CKAP2L	CKAP2L	False	False	False	4.76584071429424	3	True	False	0.0060406014388486515	-2.6517389089513785	0.4566725
CKAP4	CKAP4	True	False	True	89.1160608397371	3	True	True	0.1858524539692422	-1.5010022335752002	1.3440626
CKAP5	CKAP5	False	False	False	21.7715726582058	3	True	False	0.02791402319343347	-2.841751542983679	0.31014434
CKB	CKB	False	False	False	807.407067683456	3	True	True	0.819064043847485	2.364297557363949	1.8051906
CKLF	CKLF	True	True	False	378.174965001353	3	True	False	0.35495186296330095	-1.5711918058544967	-0.8616344
CKMT1A	CKMT1A	False	False	False	65.9198072195627	3	True	True	0.10129951059732246	-1.08642198072573	1.6637659
CKMT1B	CKMT1B	False	False	False	74.5509494136383	3	True	True	0.12258292728131927	-0.9689276757757335	1.7543716
CKMT2-AS1	CKMT2-AS1	False	False	False	7.32987691021778	3	True	False	0.005737496677072542	-4.953541088617125	-1.3183613
CKS1B	CKS1B	False	False	False	159.922857397774	3	True	True	0.19784030618220722	-0.4870209130842372	2.1259937
CKS2	CKS2	False	False	False	311.293737989373	3	True	True	0.2592654447669196	-0.5166546342450394	2.1031418
CLASP1	CLASP1	False	False	False	13.4968849841916	3	True	False	0.01557991407827107	-4.666444377473328	-1.0969667
CLASP2	CLASP2	False	False	False	18.1028600112241	3	True	False	0.02574992710506044	-4.482956831205151	-0.9554704
CLASRP	CLASRP	False	False	False	30.7967606773026	3	True	False	0.046693882219317945	-3.835766428530144	-0.4563898
CLCA1	CLCA1	False	False	False	697.991672190139	3	True	True	0.2293605446867401	1.2089617706767943	3.43385
CLCA4	CLCA4	False	False	False	123.559873306035	3	True	True	0.31062771968844655	2.0292240953591416	2.5279074
CLCC1	CLCC1	False	False	False	26.009410758126	3	True	False	0.03593272188794519	-3.7758814348066125	-0.4102095
CLCF1	CLCF1	True	True	False	6.70765923237142	3	True	False	0.01343147312335626	-5.568217906701957	-1.792369
CLCN2	CLCN2	False	False	False	13.5224081901689	3	True	True	0.03041134381009413	-1.4045254225784347	1.4184606
CLCN3	CLCN3	False	False	False	55.243054269247	3	True	True	0.08006687019702526	-1.9484001340130694	0.99905187
CLCN5	CLCN5	False	False	False	6.63022509734018	3	True	False	0.007344112127237922	-4.048472808127866	-0.62041825
CLCN6	CLCN6	False	False	False	8.96841963214729	3	True	False	0.008300394749034356	-4.335664638929135	-0.8418861
CLCN7	CLCN7	False	False	False	28.1321596907314	3	True	False	0.027261245600129387	-3.8882716739070746	-0.4968792
CLDN12	CLDN12	True	False	True	17.560245311842	3	True	True	0.037788703010202276	-2.5149046748834354	0.56219214
CLDN15	CLDN15	False	False	False	38.2152417259561	3	True	True	0.06477409474728305	-2.166799930166569	0.830633
CLDN2	CLDN2	True	True	True	3.35436643525055	3	True	False	0.010610997386380898	-2.543011517476065	0.54051757
CLDN23	CLDN23	False	False	False	59.2347991117711	3	True	True	0.13610194484601937	0.6748910434503975	3.0220017
CLDN3	CLDN3	True	False	True	778.152341497716	3	True	True	1.05134013757889	2.1493752863690605	0.9033594
CLDN4	CLDN4	True	True	True	583.206780310603	3	True	True	0.862477092609226	2.0647720823425972	1.5413134
CLDN5	CLDN5	True	False	True	531.11689511066	3	True	True	0.06441789374422598	1.9245125412739663	3.9856467
CLDN7	CLDN7	True	False	True	776.859924944554	3	True	True	1.071051002634264	2.0641005426898453	0.837952
CLDN8	CLDN8	True	False	True	5.63045524635097	3	True	False	0.012504055598504203	-2.773204857012269	0.36300406
CLDND1	CLDND1	False	False	False	117.786134367189	3	True	False	0.11780717537432372	-3.50532969685799	-0.20157367
CLDND2	CLDND2	False	False	False	7.42637997726316	3	True	False	0.007547799390052602	-4.438271336017966	-0.9210112
CLEC10A	CLEC10A	True	False	True	237.67438597805	3	True	True	0.06137728530669338	1.1183882130031135	3.3640044
CLEC11A	CLEC11A	True	True	False	90.2479948276637	3	True	True	0.06811424826861379	-0.4923163121258585	2.1219103
CLEC12A	CLEC12A	True	False	True	12.3952541732246	3	True	False	0.002043491921241944	-2.7565992784014774	0.37580946
CLEC14A	CLEC14A	True	False	True	132.59284545881	3	True	True	0.0330430163126491	0.4279993588137225	2.8316112
CLEC16A	CLEC16A	False	False	False	9.68473514133219	3	True	False	0.015730831181025404	-4.799825623928699	-1.1998236
CLEC1A	CLEC1A	False	False	False	7.74119465218371	3	True	False	0.0007194250444265364	-1.2221998495710695	1.5590609
CLEC2B	CLEC2B	True	True	True	180.964236662603	3	True	True	0.14499674328364542	-1.9599349567295263	0.99015677
CLEC2D	CLEC2D	True	True	True	25.4410103845752	3	True	False	0.03158492355604707	-2.866178967859247	0.29130712
CLEC3B	CLEC3B	False	False	False	5.58943762955397	3	True	False	0.0016563953973812067	-3.2065401676061183	0.028837744
CLEC4A	CLEC4A	True	False	True	40.7844585834453	3	True	True	0.023737107815791095	-1.4963170779816608	1.3476756
CLEC4E	CLEC4E	False	False	False	5.59494578481033	3	True	False	0.0027166862194053527	-4.151104346236437	-0.6995625
CLEC4G	CLEC4G	True	True	False	4.4117830651527	3	True	False	0.0014935251428489537	-2.5651686940967977	0.52343106
CLEC7A	CLEC7A	False	False	False	68.2520092534741	3	True	True	0.035291291549058	-0.649122375722148	2.0009892
CLEC9A	CLEC9A	False	False	False	32.0542028375466	3	True	False	0.005532349614463298	0.47801818405019225	2.8701832
CLECL1	CLECL1	False	False	False	30.4657530115632	3	True	True	0.08257823103916608	-2.1570866781586924	0.8381233
CLIC1	CLIC1	False	False	False	1350.919517631	3	True	False	1.0328564052569649	0.549472755096973	-0.32379717
CLIC2	CLIC2	False	False	False	64.0369340652797	3	True	True	0.0189735078252818	-1.7722167390525074	1.1349156
CLIC3	CLIC3	False	False	False	25.5029645273715	3	True	False	0.01802459045490073	-3.485381764948621	-0.18619083
CLIC4	CLIC4	False	False	False	77.0998589765042	3	True	True	0.0815035951913623	-2.258267962459926	0.76009744
CLIC5	CLIC5	False	False	False	6.21091522410894	3	True	False	0.011592505776056547	-2.954781468831179	0.22298135
CLIC6	CLIC6	False	False	False	6.36159415490145	3	True	False	0.015225510496860753	-3.456243625633595	-0.16372097
CLINT1	CLINT1	False	False	False	76.2908300320331	3	True	True	0.11128252922854946	-2.581141047775245	0.511114
CLIP1	CLIP1	False	False	False	47.2898108505438	3	True	False	0.06678859816065975	-4.853072866231695	-1.2408853
CLIP2	CLIP2	False	False	False	22.8516863231187	3	True	True	0.03231451208880543	-2.371178168772516	0.67302674
CLIP3	CLIP3	False	False	False	4.16952753640118	3	True	False	0.00341045216586554	-4.387987094769866	-0.8822345
CLIP4	CLIP4	False	False	False	7.17416118211882	3	True	False	0.008008728684338776	-4.924472736996649	-1.2959452
CLK1	CLK1	False	False	False	160.922009720612	3	True	True	0.2240915842607684	-2.36966729727791	0.6741919
CLK2	CLK2	False	False	False	10.5671023259353	3	True	False	0.01735494195013781	-3.9255338547903187	-0.5256139
CLK3	CLK3	False	False	False	66.5224717029213	3	True	False	0.0888310546654639	-3.9510298240393738	-0.5452751
CLK4	CLK4	False	False	False	42.9202861497701	3	True	False	0.04679538371343132	-4.672192449294803	-1.1013993
CLMN	CLMN	False	False	False	44.6442132425001	3	True	True	0.06628921190719132	-2.4309886358533666	0.62690395
CLMP	CLMP	True	True	False	9.02716625947971	3	True	False	0.009834923211259974	-2.8330173903038585	0.31687966
CLN3	CLN3	False	False	False	95.4768229955009	3	True	True	0.12853837375848132	-1.5859551596803652	1.2785511
CLN5	CLN5	False	False	False	50.8655325171158	3	True	False	0.06000881566986819	-4.100722587860504	-0.66071063
CLN6	CLN6	False	False	False	55.5924661918904	3	True	False	0.1033946038717698	-2.6718468245225684	0.44116628
CLN8	CLN8	False	False	False	64.4055076265937	3	True	False	0.04551260049680667	-3.0717259056233335	0.1327997
CLNK	CLNK	False	False	False	12.9309338558825	3	True	False	0.00689921000981127	-1.8335098489525359	1.0876495
CLNS1A	CLNS1A	False	False	False	189.154607037522	3	True	True	0.2107361903895256	-1.6920856399943451	1.1967087
CLOCK	CLOCK	False	False	False	23.0524444625165	3	True	False	0.041501110182691384	-3.694014725793954	-0.34707806
CLP1	CLP1	False	False	False	21.6893790209141	3	True	False	0.018813862957568563	-4.888409602904481	-1.2681351
CLPB	CLPB	False	False	False	10.0165949710677	3	True	False	0.008966367140448676	-4.304035446207588	-0.8174952
CLPP	CLPP	False	False	False	154.728819815199	3	True	True	0.1830984244507238	-2.0518674686154976	0.91926306
CLPTM1	CLPTM1	False	False	False	83.744083549916	3	True	False	0.10183336624029586	-3.2270124479054134	0.013050553
CLPTM1L	CLPTM1L	False	False	False	74.2633058280147	3	True	True	0.16011601576948395	-2.1794593586672866	0.82087064
CLPX	CLPX	False	False	False	30.5817493494894	3	True	False	0.036407947590946864	-4.139946021750151	-0.6909578
CLRN3	CLRN3	False	False	False	64.0672805237897	3	True	True	0.10033095974743797	-1.2414971604149467	1.5441798
CLSPN	CLSPN	False	False	False	16.8720233537939	3	True	True	0.02871903948764236	-1.9002117496617705	1.0362123
CLSTN1	CLSTN1	False	False	False	83.8386700418435	3	True	True	0.11143454301765077	-1.4530863001459584	1.3810129
CLSTN3	CLSTN3	False	False	False	13.3025285683216	3	True	False	0.009206624221904349	-3.30738499562044	-0.0489287
CLTA	CLTA	False	False	False	593.308506803339	3	True	False	0.5009056876491189	-0.45470119824035504	0.18946403
CLTB	CLTB	False	False	False	555.472596155087	3	True	True	0.6867050058502431	0.953657955430841	0.5624397
CLTC	CLTC	False	False	False	123.99641424378	3	True	True	0.16429451663846995	-1.3853630172618345	1.4332377
CLU	CLU	True	True	False	270.154735520342	3	True	True	0.04390973721399437	-0.2922609375739507	2.276183
CLUAP1	CLUAP1	False	False	False	19.7430231642531	3	True	False	0.0194338889265548	-3.946657868319384	-0.5419037
CLUH	CLUH	False	False	False	34.4651629819666	3	True	True	0.04610953819505641	-1.8969865594435096	1.0386994
CLYBL	CLYBL	False	False	False	24.8439269235518	3	True	False	0.026641908162664967	-3.3879084947466915	-0.11102436
CMA1	CMA1	False	False	False	24.036688791029	3	True	False	0.0007399572091227869	-1.31143774577714	1.4902451
CMAS	CMAS	False	False	False	140.085466845478	3	True	True	0.1423920133527411	-1.5207167976635936	1.3288597
CMBL	CMBL	False	False	False	95.3825639911365	3	True	True	0.10887190050275522	-1.0651540594755746	1.6801667
CMC1	CMC1	False	False	False	134.188994644581	3	True	True	0.1457356530752482	-2.087550520048669	0.8917461
CMC2	CMC2	False	False	False	97.8613866229154	3	True	False	0.10325600624159395	-3.2518454912568497	-0.0060994364
CMC4	CMC4	False	False	False	3.28808382823529	3	True	False	0.0031598809893145117	-5.399783411219843	-1.6624808
CMIP	CMIP	False	False	False	78.1796218310324	3	True	True	0.08901839449080967	-2.0018131408622573	0.95786244
CMKLR1	CMKLR1	True	False	True	17.457291567057	3	True	False	0.008217167506124763	-1.5521023126925735	1.3046567
CMPK1	CMPK1	False	False	False	311.428104169057	3	True	False	0.3259208215509187	-1.4351530480858032	-0.73356336
CMPK2	CMPK2	False	False	False	12.6662818484497	3	True	False	0.010855324407713331	-4.316185552051922	-0.8268648
CMSS1	CMSS1	False	False	False	53.8041561674779	3	True	True	0.08984334557111516	-2.3591855698930084	0.6822749
CMTM3	CMTM3	False	False	False	85.7409098085402	3	True	True	0.06570286600880937	-2.3781342775351653	0.66766256
CMTM4	CMTM4	False	False	False	32.5823957088246	3	True	True	0.05748360529324166	-1.7414285232696929	1.1586579
CMTM5	CMTM5	False	False	False	3.18814700490945	3	True	False	-0.00017634229976122202		0.0
CMTM6	CMTM6	False	False	False	236.985259407434	3	True	True	0.18410154294597766	-2.0277194230116224	0.9378848
CMTM7	CMTM7	False	False	False	91.0081596621223	3	True	False	0.08158717774285132	-2.969633381335657	0.2115283
CMTM8	CMTM8	False	False	False	31.5731388270887	3	True	False	0.031369215366191285	-2.632284590405209	0.47167468
CMTR1	CMTR1	False	False	False	9.1522018805849	3	True	False	0.008832880307679375	-4.844850039477326	-1.2345442
CMTR2	CMTR2	False	False	False	30.4869217434522	3	True	False	0.037958892629073725	-4.0818990681072025	-0.6461949
CNBP	CNBP	False	False	False	613.275638317363	3	True	False	0.5037344172712083	-1.7703602775957166	-1.0491377
CNDP2	CNDP2	False	False	False	137.008308611289	3	True	True	0.15260745882084648	-2.1128598016717293	0.87222886
CNEP1R1	CNEP1R1	False	False	False	13.3550971519738	3	True	False	0.01647929440954277	-5.597056140521438	-1.8146076
CNFN	CNFN	False	False	False	17.4459670624143	3	True	False	0.016236332398630433	-2.944007640017895	0.23128958
CNGA1	CNGA1	False	False	False	5.22750609723088	3	True	False	0.009638551686027659	-3.7189794866490833	-0.3663296
CNIH1	CNIH1	True	False	True	180.453239513381	3	True	True	0.2040907642343678	-2.1173179226402454	0.868791
CNIH3	CNIH3	False	False	False	5.03021290104093	3	True	False	0.004043057496355367	-5.086796846674943	-1.4211214
CNIH4	CNIH4	False	False	False	162.517576235378	3	True	True	0.19733247302845747	-1.9175117161128594	1.0228715
CNKSR1	CNKSR1	False	False	False	17.6321415064706	3	True	False	0.029441573713222945	-2.9556273582556774	0.22232904
CNKSR3	CNKSR3	False	False	False	19.3327495541438	3	True	False	0.022076630257824418	-2.6396749230874734	0.4659756
CNN1	CNN1	False	False	False	5.37096579917321	3	True	False	0.006367871706987364	-1.1108951740116713	1.6448934
CNN2	CNN2	False	False	False	125.925085423075	3	True	True	0.1130363859420606	-2.478930683219509	0.58993345
CNN3	CNN3	False	False	False	169.595142654903	3	True	True	0.1497887408709523	-0.9589986393084423	1.7620283
CNNM2	CNNM2	False	False	False	10.981951205333	3	True	False	0.016307101964942273	-3.2905426026726974	-0.035940696
CNNM3	CNNM3	False	False	False	6.96954975828384	3	True	False	0.008236015928522314	-4.904267126136839	-1.2803637
CNNM4	CNNM4	False	False	False	31.2204347502678	3	True	True	0.056130985943961896	-1.5986974084262973	1.2687249
CNOT1	CNOT1	False	False	False	63.0820166489879	3	True	True	0.08111381076339477	-2.4514078295448636	0.6111577
CNOT10	CNOT10	False	False	False	29.0448008367958	3	True	False	0.0402545404886685	-4.0524572666458045	-0.62349087
CNOT11	CNOT11	False	False	False	36.1994723093218	3	True	False	0.05075249967530579	-3.302079890292597	-0.044837672
CNOT2	CNOT2	False	False	False	79.6148523395794	3	True	False	0.10393182347796638	-3.8156075564777767	-0.4408443
CNOT3	CNOT3	False	False	False	31.4233112140186	3	True	False	0.044653816934856407	-4.1955525905447475	-0.73383874
CNOT4	CNOT4	False	False	False	56.6387895760836	3	True	False	0.08062416461399817	-4.467252110959663	-0.9433597
CNOT6	CNOT6	False	False	False	17.8772804468231	3	True	False	0.02887290975342502	-3.294949567161854	-0.039339125
CNOT6L	CNOT6L	False	False	False	50.2836285529015	3	True	False	0.07096633669776771	-3.9124396285325345	-0.5155163
CNOT7	CNOT7	False	False	False	107.894761251517	3	True	False	0.13456065863208683	-2.7605446534792555	0.37276697
CNOT8	CNOT8	False	False	False	49.3856721345045	3	True	False	0.053317901482517874	-3.6775092947795254	-0.3343499
CNP	CNP	False	False	False	41.1192909249535	3	True	False	0.05774153140466136	-4.061972056511556	-0.63082814
CNPPD1	CNPPD1	False	False	False	78.9986564712602	3	True	True	0.10280388532027586	-2.4768374953905297	0.5915476
CNPY2	CNPY2	False	False	False	319.36148371562	3	True	False	0.4010305173748115	-1.0980831917424665	-0.41623545
CNPY3	CNPY3	False	False	False	177.786682780236	3	True	True	0.1572416218863599	-2.3527143472435808	0.68726516
CNPY4	CNPY4	False	False	False	21.3058549776624	3	True	False	0.023666970957979993	-4.234803844619717	-0.76410735
CNRIP1	CNRIP1	False	False	False	54.7518878557959	3	True	True	0.014588145130381924	-2.0372200844509365	0.9305584
CNST	CNST	False	False	False	22.185310040225	3	True	False	0.022708002989598852	-4.295570392111799	-0.81096745
CNTFR	CNTFR	True	True	True	4.30280363363872	3	True	False	0.006399700045901046	-3.4308249028523727	-0.14411932
CNTLN	CNTLN	False	False	False	17.983277886479	3	True	False	0.01365976032527074	-3.645129714081187	-0.30938038
